SYMBOL,COMPANY,COUNTRY,EXCHANGE
MANGALAM.BO,Mangalam Drugs & Organics Ltd,India,Bombay Stock Exchange
MANGALAM.NS,Mangalam Drugs & Organics Ltd,India,National Stock Exchange of India
DUJODPRO.BO,Mangalam Organics Ltd,India,Bombay Stock Exchange
METEX.PA,Metabolic Explorer,France,Paris Stock Exchange
MX.TO,Methanex Corp,Canada,Toronto Stock Exchange
MX5.DE,Methanex Corp,Germany,XETRA Stock Exchange
MEIL,Methes Energies International,United States of America,
4FZ.DE,Mexichem SAB de CV,Germany,XETRA Stock Exchange
MEXCHEM.MX,Mexichem SAB de CV,Mexico,Mexico Stock Exchange
MNK.DE,Minerals Technologies Inc,Germany,XETRA Stock Exchange
MTX,Minerals Technologies Inc.,United States of America,
M3C.DE,Mitsubishi Chemical,Germany,XETRA Stock Exchange
MSI.DE,Mitsui Chemicals Inc,Germany,XETRA Stock Exchange
MULTIBASE.BO,Multibase India Ltd,India,Bombay Stock Exchange
MYSORPET.BO,Mysore Petro Chemicals Ltd,India,Bombay Stock Exchange
NTG.DE,Nabaltec AG,Germany,XETRA Stock Exchange
NANX,Nanophase Technologies Corp.,United States of America,
NATPEROX.BO,National Peroxide Ltd,India,Bombay Stock Exchange
NAVIN.BO,Navin Fluorine Intl,India,Bombay Stock Exchange
NAVINFLUO.NS,Navin Fluorine Intl,India,National Stock Exchange of India
NILCHEM.BO,Nilchem Industries Ltd,India,Bombay Stock Exchange
NP7.DE,Nippon Kayaku Co Ltd,Germany,XETRA Stock Exchange
N76.DE,Nippon Soda Co Ltd,Germany,XETRA Stock Exchange
NSC.DE,Nissan Chemical Industries Ltd,Germany,XETRA Stock Exchange
NOCIL.BO,NOCIL Ltd,India,Bombay Stock Exchange
NOCIL.NS,NOCIL Ltd,India,National Stock Exchange of India
NPX.AX,Nuplex Industries Ltd,Australia,Australian Stock Exchange
NPX.NZ,Nuplex Industries Ltd,New Zeland,New Zealand Stock Exchange
OCIP,OCI Partners LP,United States of America,
OHZ.DE,Omnia Holdings Ltd,Germany,XETRA Stock Exchange
ORIENTCQ.BO,Oriental Carbon,India,Bombay Stock Exchange
OOIL,"OriginOil, Inc.",United States of America,
ALPTC.PA,OspreyFrank PLC,France,Paris Stock Exchange
PHILIPCA.BO,Phillips Carbon Black Ltd,India,Bombay Stock Exchange
PHILIPCAR.NS,Phillips Carbon Black Ltd,India,National Stock Exchange of India
PHC.L,Plant Health Care PLC,United Kingdom,London Stock Exchange
PUZ.DE,Pongs & Zahn AG,Germany,XETRA Stock Exchange
PWN.AX,Potash West NL,Australia,Australian Stock Exchange
PWNCA.AX,Potash West NL,Australia,Australian Stock Exchange
PRATIKSH.BO,Pratiksha Chemicals Ltd,India,Bombay Stock Exchange
PX,Praxair Inc.,United States of America,
PRESSURS.BO,Pressure Sensitive System,India,Bombay Stock Exchange
PCA.PA,Produits Chimiques,France,Paris Stock Exchange
PACL.BO,Punjab Alkalies & Chem,India,Bombay Stock Exchange
PUNJABCHE.NS,Punjab Chemicals,India,National Stock Exchange of India
PUNJCHEM.BO,Punjab Chemicals,India,Bombay Stock Exchange
PURE,"PURE Bioscience, Inc.",United States of America,
MLQUD.PA,Quadrimex Chimie SA,France,Paris Stock Exchange
RAMAPETR.BO,Rama Petrochemicals Ltd,India,Bombay Stock Exchange
RYAM,Rayonier Advanced Materials In,United States of America,
RCZ.DE,Recticel,Germany,XETRA Stock Exchange
REC.BR,Recticel,United States of America,
REFEX.BO,Refex Industries Ltd,India,Bombay Stock Exchange
REFEX.NS,Refex Industries Ltd,India,National Stock Exchange of India
REFNOL.BO,Refnol Resins & Chemicals Ltd,India,Bombay Stock Exchange
RN9.DE,Rentech Inc,Germany,XETRA Stock Exchange
RTK,"Rentech, Inc.",United States of America,
RESONANCE.BO,Resonance Specialties Ltd,India,Bombay Stock Exchange
RITESHIN.BO,Ritesh International Ltd,India,Bombay Stock Exchange
CBE.PA,Robertet,France,Paris Stock Exchange
RBT.PA,Robertet,France,Paris Stock Exchange
ROOPAIND.BO,Roopa Industries Ltd,India,Bombay Stock Exchange
RO5K.DE,Ropal Europe AG,Germany,XETRA Stock Exchange
BUF.DE,S&R Biogas Energiesysteme AG,Germany,XETRA Stock Exchange
SECHE.BO,Secunderabad Healthcare Ltd,India,Bombay Stock Exchange
SGL.DE,SGL Carbon SE,Germany,XETRA Stock Exchange
SHALMPAI.BO,Shalimar Paints Ltd,India,Bombay Stock Exchange
SHALPAINT.NS,Shalimar Paints Ltd,India,National Stock Exchange of India
8329.HK,Shenzhen Neptunus,Hong Kong,Hong Kong Stock Exchange
SEH.DE,Shin-Etsu Chemical Co Ltd,Germany,XETRA Stock Exchange
SWD.DE,Showa Denko KK,Germany,XETRA Stock Exchange
5HH.SI,Sinjia Land Ltd,Singapore,Singapore Stock Exchange
0395.HK,Sino Dragon New Energy,Hong Kong,Hong Kong Stock Exchange
1033.HK,Sinopec Yizheng Chemical,Hong Kong,Hong Kong Stock Exchange
YIZH.DE,Sinopec Yizheng Chemical,Germany,XETRA Stock Exchange
SK1.DE,SKW Stahl-Metallurgie,Germany,XETRA Stock Exchange
SK1A.DE,SKW Stahl-Metallurgie,Germany,XETRA Stock Exchange
QYM.DE,Sociedad Quimica Y Minera,Germany,XETRA Stock Exchange
SOL.MI,Sol,Italy,Milan Stock Exchange
SOLV.BR,Solvac,United States of America,
INDU.BA,Solvay Indupa SA,Argentina,Buenos Aires Stock Exchange
SOL.DE,Solvay SA,Germany,XETRA Stock Exchange
SOLB.BR,Solvay SA,United States of America,
SORB.L,Sorbic International PLC,United Kingdom,London Stock Exchange
SREERAYAL.BO,Sree Rayalaseema,India,Bombay Stock Exchange
SRHHYPOLT.NS,Sree Rayalaseema,India,National Stock Exchange of India
SREERAYA.BO,Sree Rayalaseema Alkalies,India,Bombay Stock Exchange
CHMCRWN.BO,Standard Shoe Sole,India,Bombay Stock Exchange
SMM.DE,Sumitomo Chemical Co Ltd,Germany,XETRA Stock Exchange
SUNITEE.BO,Sunitee Chemicals Ltd,India,Bombay Stock Exchange
A7S.SI,SunVic Chemical Holdings Ltd,Singapore,Singapore Stock Exchange
SUPPETRO.NS,Supreme Petrochem Ltd,India,National Stock Exchange of India
SUPREMEPET.BO,Supreme Petrochem Ltd,India,Bombay Stock Exchange
SVCSUPE.BO,SVC Superchem Ltd,India,Bombay Stock Exchange
TCMLMTD.BO,T C M Ltd,India,Bombay Stock Exchange
TNPETRO.BO,Tamilnadu Petroproducts Ltd,India,Bombay Stock Exchange
TNPETRO.NS,Tamilnadu Petroproducts Ltd,India,National Stock Exchange of India
TATACHEM.BO,Tata Chemicals Ltd,India,Bombay Stock Exchange
TATACHEM.NS,Tata Chemicals Ltd,India,National Stock Exchange of India
TESB.BR,Tessenderlo Chemie NV,United States of America,
TEZ.DE,Tessenderlo Chemie NV,Germany,XETRA Stock Exchange
DOW,The Dow Chemical Company,United States of America,
0609.HK,Tiande Chemical Holdings Ltd.,Hong Kong,Hong Kong Stock Exchange
TOS.DE,Tosoh Corp,Germany,XETRA Stock Exchange
TRANSPEK.BO,Transpek Industry Ltd,India,Bombay Stock Exchange
TET.L,Treatt PLC,United Kingdom,London Stock Exchange
A34.DE,Trecora Resources,Germany,XETRA Stock Exchange
TREC,Trecora Resources,United States of America,
TROX,Tronox Limited,United States of America,
UBE.DE,Ube Industries Ltd,Germany,XETRA Stock Exchange
ULTRAMAR.BO,Ultramarine & Pigments Ltd,India,Bombay Stock Exchange
BAUH746.SA,Unipar Carbocloro SA,Brazil,BOVESPA - Sao Paolo Stock Exchange
BAUH747.SA,Unipar Carbocloro SA,Brazil,BOVESPA - Sao Paolo Stock Exchange
BAZA745.SA,Unipar Carbocloro SA,Brazil,BOVESPA - Sao Paolo Stock Exchange
UNIENTER.NS,Uniphos Enterprises Ltd,India,National Stock Exchange of India
UNIPHOS.BO,Uniphos Enterprises Ltd,India,Bombay Stock Exchange
UNIVSTAR.BO,Universal Starch-Chem,India,Bombay Stock Exchange
M6B1.DE,Uralkali PJSC,Germany,XETRA Stock Exchange
URKA.L,Uralkali PJSC,United Kingdom,London Stock Exchange
VHI,"Valhi, Inc.",United States of America,
VERITAS.BO,Veritas (India) Ltd,India,Bombay Stock Exchange
VINATIOR.BO,Vinati Organics Ltd,India,Bombay Stock Exchange
VINATIORG.NS,Vinati Organics Ltd,India,National Stock Exchange of India
VIVIDIND.BO,Vivid Global Industries Ltd,India,Bombay Stock Exchange
WCH.DE,Wacker Chemie AG,Germany,XETRA Stock Exchange
WLKP,Westlake Chemical Partners LP,United States of America,
0868.HK,Xinyi Glass Holdings Ltd.,Hong Kong,Hong Kong Stock Exchange
IU2.DE,Yara International ASA,Germany,XETRA Stock Exchange
2168.HK,"Yingde Gases Group Co., Ltd.",Hong Kong,Hong Kong Stock Exchange
0408.HK,Yip's Chemical Holdings Ltd.,Hong Kong,Hong Kong Stock Exchange
ACB.AX,A-Cap Resources Ltd,Australia,Australian Stock Exchange
ABCGAS.BO,ABC Gas (International) Ltd,India,Bombay Stock Exchange
ABY.AX,Aditya Birla Minerals Ltd,Australia,Australian Stock Exchange
V7N.DE,Aditya Birla Minerals Ltd,Germany,XETRA Stock Exchange
ADY.AX,Admiralty Resources NL,Australia,Australian Stock Exchange
AHS.DE,Admiralty Resources NL,Germany,XETRA Stock Exchange
5FH.SI,Advance Sct Ltd,Singapore,Singapore Stock Exchange
AQR.AX,Aeon Metals Ltd,Australia,Australian Stock Exchange
ACU.L,African Copper PLC,United Kingdom,London Stock Exchange
ARG.TO,Amerigo Resources Ltd,Canada,Toronto Stock Exchange
RE8.DE,Amerigo Resources Ltd,Germany,XETRA Stock Exchange
AXZ.AX,Amex Resources Ltd,Australia,Australian Stock Exchange
AVM.V,Anvil Mining Ltd.,Canada,TSX Venture Exchange
4AP.DE,Apollo Minerals Ltd,Germany,XETRA Stock Exchange
AON.AX,Apollo Minerals Ltd,Australia,Australian Stock Exchange
38A.DE,Archer Exploration Ltd,Germany,XETRA Stock Exchange
AXE.AX,Archer Exploration Ltd,Australia,Australian Stock Exchange
AXT.AX,Argo Exploration Ltd,Australia,Australian Stock Exchange
ARV.AX,Artemis Resources Ltd,Australia,Australian Stock Exchange
AHN.AX,Athena Resources Ltd,Australia,Australian Stock Exchange
AUK.AX,Augur Resources Ltd,Australia,Australian Stock Exchange
AZC.TO,Augusta Resource Corp,Canada,Toronto Stock Exchange
NDA.DE,Aurubis AG,Germany,XETRA Stock Exchange
AL9.DE,Avalon Minerals Ltd,Germany,XETRA Stock Exchange
AVI.AX,Avalon Minerals Ltd,Australia,Australian Stock Exchange
AZS.AX,Azure Minerals Ltd,Australia,Australian Stock Exchange
NIC.DE,Azure Minerals Ltd,Germany,XETRA Stock Exchange
BCU.V,Bell Copper Corporation,Canada,TSX Venture Exchange
EYE.AX,Birimian Gold Ltd,Australia,Australian Stock Exchange
5SS.DE,Black Oak Minerals Ltd,Germany,XETRA Stock Exchange
BOK.AX,Black Oak Minerals Ltd,Australia,Australian Stock Exchange
SXG.AX,Black Oak Minerals Ltd,Australia,Australian Stock Exchange
BLR.AX,Black Range Minerals Ltd,Australia,Australian Stock Exchange
BXR.V,Blue River Resources Ltd,Canada,TSX Venture Exchange
BOC.AX,Bougainville Copper Ltd,Australia,Australian Stock Exchange
BOU1.DE,Bougainville Copper Ltd,Germany,XETRA Stock Exchange
CAA.V,Callinan Mines Limited,Canada,TSX Venture Exchange
C6X.DE,Canadian Arrow Mines Ltd,Germany,XETRA Stock Exchange
CRO.V,Canadian Arrow Mines Ltd,Canada,TSX Venture Exchange
DNT.TO,Candente Copper Corp,Canada,Toronto Stock Exchange
CAE.AX,Cannindah Resources Ltd,Australia,Australian Stock Exchange
SWN.AX,Caravel Minerals Ltd,Australia,Australian Stock Exchange
III.AX,Carbine Tungsten Ltd,Australia,Australian Stock Exchange
CAV.AX,Carnavale Resources Ltd,Australia,Australian Stock Exchange
YBB.DE,Carnavale Resources Ltd,Germany,XETRA Stock Exchange
MAB.AX,Champion Iron Ltd,Australia,Australian Stock Exchange
CHZ.AX,Chesser Resources Ltd,Australia,Australian Stock Exchange
CYU.AX,Chinalco Yunnan,Australia,Australian Stock Exchange
CUU.V,Copper Fox Metals Inc,Canada,TSX Venture Exchange
HPU.DE,Copper Fox Metals Inc,Germany,XETRA Stock Exchange
COQ.DE,Copper Mountain Mining Corp,Germany,XETRA Stock Exchange
CUM.TO,Copper Mountain Mining Corp,Canada,Toronto Stock Exchange
COL.V,Copper North Mining Corp,Canada,TSX Venture Exchange
CUO.V,Copper One Inc,Canada,TSX Venture Exchange
CSE.AX,Copper Strike Ltd,Australia,Australian Stock Exchange
5C5.DE,Coppermoly Ltd,Germany,XETRA Stock Exchange
COY.AX,Coppermoly Ltd,Australia,Australian Stock Exchange
XNU.AX,Corazon Mining Ltd,Australia,Australian Stock Exchange
CXO.AX,Core Exploration Ltd,Australia,Australian Stock Exchange
0985.HK,CST Mining Group Limited,Hong Kong,Hong Kong Stock Exchange
CVH3.DE,CST Mining Group Ltd,Germany,XETRA Stock Exchange
CUBEXTUB.NS,Cubex Tubings Ltd,India,National Stock Exchange of India
CUBTU.BO,Cubex Tubings Ltd,India,Bombay Stock Exchange
CDU.AX,CuDeco Ltd,Australia,Australian Stock Exchange
C1Z.DE,Cypress Development Corp,Germany,XETRA Stock Exchange
CYP.V,Cypress Development Corp,Canada,TSX Venture Exchange
EMG.AX,Emergent Resources Ltd,Australia,Australian Stock Exchange
FXR.AX,Fox Resources Ltd,Australia,Australian Stock Exchange
FCXO34.SA,Freeport-McMoRan,Brazil,BOVESPA - Sao Paolo Stock Exchange
FCX.BA,Freeport-McMoRan Inc,Argentina,Buenos Aires Stock Exchange
FCX.MX,Freeport-McMoRan Inc,Mexico,Mexico Stock Exchange
FPMB.DE,Freeport-McMoRan Inc,Germany,XETRA Stock Exchange
FCX,Freeport-McMoRan Inc.,United States of America,
GMD.AX,Genesis Minerals Ltd,Australia,Australian Stock Exchange
GSC.AX,Global Geoscience Ltd,Australia,Australian Stock Exchange
3GM.DE,Goldminex Resources Ltd,Germany,XETRA Stock Exchange
GMX.AX,Goldminex Resources Ltd,Australia,Australian Stock Exchange
GRY.AX,Gryphon Minerals Ltd,Australia,Australian Stock Exchange
GMC.AX,Gulf Minerals Corp Ltd,Australia,Australian Stock Exchange
GU6.DE,Gulf Minerals Corp Ltd,Germany,XETRA Stock Exchange
GLM.AX,Gulf Mines Limited,Australia,Australian Stock Exchange
GUN.AX,Gunson Resources Ltd,Australia,Australian Stock Exchange
HSK.AX,Heemskirk Consolidated Limited,Australia,Australian Stock Exchange
C3H1.DE,Highland Copper Co Inc,Germany,XETRA Stock Exchange
HIG.AX,Highlands Pacific Ltd,Australia,Australian Stock Exchange
HLW.DE,Highlands Pacific Ltd,Germany,XETRA Stock Exchange
HGO.AX,Hillgrove Resources Ltd,Australia,Australian Stock Exchange
HIN.DE,Hillgrove Resources Ltd,Germany,XETRA Stock Exchange
HINDCOPER.BO,Hindustan Copper Ltd,India,Bombay Stock Exchange
HINDCOPPE.NS,Hindustan Copper Ltd,India,National Stock Exchange of India
IZN.V,Iberian Minerals Corp,Canada,TSX Venture Exchange
IMD.AX,Imdex Ltd,Australia,Australian Stock Exchange
IRL.AX,India Resources Ltd,Australia,Australian Stock Exchange
IRN.AX,Indophil Resources NL,Australia,Australian Stock Exchange
IU5.DE,Indophil Resources NL,Germany,XETRA Stock Exchange
KME.MI,Intek Group SPA,Italy,Milan Stock Exchange
KMER.MI,Intek Group SPA,Italy,Milan Stock Exchange
URM.AX,Intercept Minerals Ltd,Australia,Australian Stock Exchange
JAG.AX,Jaguar Minerals Limited,Australia,Australian Stock Exchange
JAL.AX,Jameson Resources Ltd,Australia,Australian Stock Exchange
JRV.AX,Jervois Mining Ltd,Australia,Australian Stock Exchange
KAS.AX,Kasbah Resources Ltd,Australia,Australian Stock Exchange
KAT.TO,Katanga Mining Ltd,Canada,Toronto Stock Exchange
K14.SI,Kingboard Copper Foil Hol,Singapore,Singapore Stock Exchange
AEX.AX,Leopard Resources NL,Australia,Australian Stock Exchange
LRR.AX,Leopard Resources NL,Australia,Australian Stock Exchange
LIWA,"Lihua International, Inc.",United States of America,
LML.AX,Lincoln Minerals Ltd,Australia,Australian Stock Exchange
LTR.AX,Liontown Resources Ltd,Australia,Australian Stock Exchange
LSR.AX,Lodestar Minerals Ltd,Australia,Australian Stock Exchange
ANM.AX,Magontec Ltd,Australia,Australian Stock Exchange
MGY.AX,Malagasy Minerals Ltd,Australia,Australian Stock Exchange
MNM.AX,Mantle Mining Corp Ltd,Australia,Australian Stock Exchange
LVT.DE,Marathon Resources Ltd,Germany,XETRA Stock Exchange
MTN.AX,Marathon Resources Ltd,Australia,Australian Stock Exchange
MCU.V,Mega Copper Ltd.,Canada,TSX Venture Exchange
4MFA.DE,Metals Finance Ltd,Germany,XETRA Stock Exchange
MFC.AX,Metals Finance Ltd,Australia,Australian Stock Exchange
FG5.DE,Metals X Ltd,Germany,XETRA Stock Exchange
MLX.AX,Metals X Ltd,Australia,Australian Stock Exchange
MOD.AX,MOD Resources Ltd,Australia,Australian Stock Exchange
NCO.AX,Namibian Copper Nl,Australia,Australian Stock Exchange
NCU.TO,Nevada Copper Corp,Canada,Toronto Stock Exchange
ZYT.DE,Nevada Copper Corp,Germany,XETRA Stock Exchange
RHM.AX,Nevada Iron Ltd,Australia,Australian Stock Exchange
NR4.DE,Nevsun Resources Ltd,Germany,XETRA Stock Exchange
NSU.TO,Nevsun Resources Ltd,Canada,Toronto Stock Exchange
NSU,Nevsun Resources Ltd.,United States of America,
NRDS,Nord Resources Corp.,United States of America,
NMI.AX,Northern Mining Ltd,Australia,Australian Stock Exchange
3O1.DE,Orocobre Ltd,Germany,XETRA Stock Exchange
ORE.AX,Orocobre Ltd,Australia,Australian Stock Exchange
ORL.TO,Orocobre Ltd,Canada,Toronto Stock Exchange
OXR.DE,Oz Minerals Ltd,Germany,XETRA Stock Exchange
OZL.AX,Oz Minerals Ltd,Australia,Australian Stock Exchange
PSF.AX,Pacific Ore Ltd,Australia,Australian Stock Exchange
PB4.DE,PanAust Ltd,Germany,XETRA Stock Exchange
PNA.AX,PanAust Ltd,Australia,Australian Stock Exchange
PAN.AX,Panoramic Resources Ltd,Australia,Australian Stock Exchange
YM1.DE,Panoramic Resources Ltd,Germany,XETRA Stock Exchange
BAUH514.SA,Paranapanema SA,Brazil,BOVESPA - Sao Paolo Stock Exchange
PEK.AX,Peak Resources Ltd,Australia,Australian Stock Exchange
PUN.AX,Pegasus Metals Ltd,Australia,Australian Stock Exchange
PNX.AX,Phoenix Copper Ltd,Australia,Australian Stock Exchange
PIO.AX,Pioneer Resources Ltd,Australia,Australian Stock Exchange
TRH.AX,Potash Minerals Ltd,Australia,Australian Stock Exchange
PRECWIRE.BO,Precision Wires India Ltd,India,Bombay Stock Exchange
PRECWIRE.NS,Precision Wires India Ltd,India,National Stock Exchange of India
QMN.AX,Queensland Mining Corp Ltd,Australia,Australian Stock Exchange
C5W.DE,Ram Resources Ltd,Germany,XETRA Stock Exchange
RMR.AX,Ram Resources Ltd,Australia,Australian Stock Exchange
RDS.AX,Redstone Resources Ltd,Australia,Australian Stock Exchange
RLC.AX,Reedy Lagoon Corp Ltd,Australia,Australian Stock Exchange
RMI.AX,Resource Mining Corp Ltd,Australia,Australian Stock Exchange
RXM.AX,Rex Minerals Ltd,Australia,Australian Stock Exchange
RMG.AX,RMG Ltd,Australia,Australian Stock Exchange
RBR.AX,Rubicon Resources Ltd,Australia,Australian Stock Exchange
S2Z.DE,Sandfire Resources NL,Germany,XETRA Stock Exchange
SFR.AX,Sandfire Resources NL,Australia,Australian Stock Exchange
SRR.AX,Shaw River Manganese Ltd,Australia,Australian Stock Exchange
NSV.V,Shoshoni Gold Ltd,Canada,TSX Venture Exchange
3SV.DE,Sinovus Mining Ltd,Germany,XETRA Stock Exchange
SNV.AX,Sinovus Mining Ltd,Australia,Australian Stock Exchange
PCU.DE,Southern Copper Corp,Germany,XETRA Stock Exchange
SCCO.MX,Southern Copper Corp,Mexico,Mexico Stock Exchange
SCCO,Southern Copper Corp.,United States of America,
SRZ.AX,Stellar Resources Ltd,Australia,Australian Stock Exchange
SHE.AX,Stonehenge Metals Ltd,Australia,Australian Stock Exchange
SHE.DE,Stonehenge Metals Ltd,Germany,XETRA Stock Exchange
STA.AX,Strandline Resources Ltd,Australia,Australian Stock Exchange
RX5.DE,Summit Resources Ltd,Germany,XETRA Stock Exchange
SMM.AX,Summit Resources Ltd,Australia,Australian Stock Exchange
SPQ.AX,Superior Resources Ltd,Australia,Australian Stock Exchange
3OV.DE,Syndicated Metals Ltd,Germany,XETRA Stock Exchange
SMD.AX,Syndicated Metals Ltd,Australia,Australian Stock Exchange
SYR.AX,Syrah Resources Ltd,Australia,Australian Stock Exchange
TAS.AX,Tasman Resources Limited,Australia,Australian Stock Exchange
T2A.DE,Terramin Australia Ltd,Germany,XETRA Stock Exchange
TZN.AX,Terramin Australia Ltd,Australia,Australian Stock Exchange
THR.V,Thundermin Resources,Canada,TSX Venture Exchange
RH8.DE,Tiger Resources Ltd,Germany,XETRA Stock Exchange
TGS.AX,Tiger Resources Ltd,Australia,Australian Stock Exchange
TRM.AX,Truscott Mining Corp Ltd,Australia,Australian Stock Exchange
TVI.TO,TVI Pacific Inc,Canada,Toronto Stock Exchange
TVP.DE,TVI Pacific Inc,Germany,XETRA Stock Exchange
VMS.AX,Venture Minerals Ltd,Australia,Australian Stock Exchange
WCP.AX,WCP Resources Ltd,Australia,Australian Stock Exchange
WTI.L,Weatherly International PLC,United Kingdom,London Stock Exchange
WRN.TO,Western Copper Corporation,Canada,Toronto Stock Exchange
WPG.AX,WPG Resources Ltd,Australia,Australian Stock Exchange
MLZAM.PA,ZCCM Investments Holdings PLC,France,Paris Stock Exchange
ZCC.L,ZCCM Investments Holdings PLC,United Kingdom,London Stock Exchange
ZCB.DE,Zenith Minerals Ltd,Germany,XETRA Stock Exchange
ZNC.AX,Zenith Minerals Ltd,Australia,Australian Stock Exchange
DDD.AX,3D Resources Ltd,Australia,Australian Stock Exchange
AYC.AX,A1 Consolidated Gold Ltd,Australia,Australian Stock Exchange
ABI.V,Abcourt Mines Inc,Canada,TSX Venture Exchange
AML.DE,Abcourt Mines Inc,Germany,XETRA Stock Exchange
ABU.AX,ABM Resources NL,Australia,Australian Stock Exchange
ABS.V,Abzu Gold Ltd,Canada,TSX Venture Exchange
33A.DE,Acacia Mining PLC,Germany,XETRA Stock Exchange
ABG.L,Acacia Mining PLC,United Kingdom,London Stock Exchange
AAX.V,Advance Gold Corp,Canada,TSX Venture Exchange
AGE.V,Adventure Gold Inc,Canada,TSX Venture Exchange
AUR.V,Afferro Mining Inc,Canada,TSX Venture Exchange
3A6.DE,African Gold Group Inc,Germany,XETRA Stock Exchange
AGG.V,African Gold Group Inc,Canada,TSX Venture Exchange
AEM,Agnico Eagle Mines Limited,United States of America,
AE9.DE,Agnico Eagle Mines Ltd,Germany,XETRA Stock Exchange
AEM.TO,Agnico Eagle Mines Ltd,Canada,Toronto Stock Exchange
AGL.V,Aguila American Gold Ltd,Canada,TSX Venture Exchange
ANO.V,Alacer Gold Corp,Canada,TSX Venture Exchange
AQG.AX,Alacer Gold Corp,Australia,Australian Stock Exchange
ASR.TO,Alacer Gold Corp,Canada,Toronto Stock Exchange
A4L.DE,Alamos Gold Inc,Germany,XETRA Stock Exchange
AGI.TO,Alamos Gold Inc,Canada,Toronto Stock Exchange
AGI,Alamos Gold Inc.,United States of America,
